Date_UTC,MLT,MLAT,GLON,GLAT
2000-03-01 09:59:00,22.32,66.68,208.45,66.90
2000-03-01 13:02:00,5.31,67.37,256.32,58.22
2000-03-01 13:22:00,2.34,63.30,214.87,62.39
2000-03-01 13:42:00,2.67,63.30,214.87,62.39
2000-03-01 16:05:00,1.26,65.13,147.89,70.62
2000-03-01 19:06:00,21.21,67.30,22.22,70.54
2000-03-01 22:50:00,0.02,62.03,10.99,64.94
2000-03-01 23:26:00,16.04,77.93,264.15,68.63
2000-03-01 23:47:00,5.14,68.70,80.70,73.53
2000-03-02 02:44:00,2.26,64.24,339.44,63.77
2000-03-03 20:01:00,22.26,71.50,19.20,74.50
2000-03-03 20:23:00,1.81,68.70,80.70,73.53
2000-03-05 09:01:00,23.58,67.50,238.77,61.76
2000-03-06 04:54:00,22.07,66.76,265.36,56.38
2000-03-06 08:33:00,1.74,66.76,265.36,56.38
2000-03-06 16:46:00,22.20,68.70,80.70,73.53
2000-03-06 23:19:00,1.41,66.11,23.70,69.46
2000-03-07 00:32:00,2.37,66.55,18.94,69.66
2000-03-07 03:31:00,5.65,67.30,22.22,70.54
2000-03-07 05:53:00,22.12,67.37,256.32,58.22
2000-03-07 09:27:00,0.88,62.09,246.65,54.62
2000-03-07 10:48:00,3.99,66.76,265.36,56.38
2000-03-07 13:19:00,21.83,70.28,137.71,75.94
2000-03-07 14:49:00,3.82,66.46,218.84,64.78
2000-03-07 19:19:00,21.47,67.30,22.22,70.54
2000-03-07 19:45:00,1.23,68.70,80.70,73.53
2000-03-08 03:53:00,1.85,66.08,314.56,61.16
2000-03-08 07:59:00,1.19,66.76,265.36,56.38
2000-03-08 12:17:00,1.39,66.46,218.84,64.78
2000-03-08 12:37:00,1.72,66.46,218.84,64.78
2000-03-08 17:20:00,6.39,66.46,218.84,64.78
2000-03-08 19:10:00,6.99,70.28,203.38,71.32
2000-03-08 23:45:00,23.24,64.86,338.30,64.18
2000-03-10 09:00:00,1.23,67.37,256.32,58.22
2000-03-10 11:56:00,0.33,66.68,208.45,66.90
2000-03-10 17:12:00,5.00,70.28,203.38,71.32
2000-03-10 17:33:00,5.38,70.28,203.38,71.32
2000-03-10 18:08:00,5.98,70.28,203.38,71.32
2000-03-10 18:34:00,6.42,70.28,203.38,71.32
2000-03-10 19:43:00,7.55,70.28,203.38,71.32
2000-03-10 23:03:00,0.71,61.24,18.75,64.61
2000-03-11 01:34:00,23.48,66.08,314.56,61.16
2000-03-11 06:21:00,23.59,69.06,265.91,58.76
2000-03-11 06:55:00,0.14,66.76,265.36,56.38
2000-03-11 13:20:00,2.02,65.29,212.14,64.87
2000-03-12 06:26:00,6.02,64.86,338.30,64.18
2000-03-12 07:59:00,5.98,66.08,314.56,61.16
2000-03-12 09:15:00,6.94,67.81,310.32,62.00
2000-03-12 09:49:00,22.88,66.46,218.84,64.78
2000-03-12 11:18:00,9.07,75.71,306.47,69.25
2000-03-12 11:56:00,0.34,66.68,208.45,66.90
2000-03-13 20:27:00,22.77,71.50,19.20,74.50
2000-03-14 10:28:00,23.55,66.46,218.84,64.78
2000-03-14 20:18:00,22.49,67.30,22.22,70.54
2000-03-14 23:14:00,1.22,65.83,20.77,69.06
2000-03-17 09:33:00,22.63,66.46,218.84,64.78
2000-03-20 10:24:00,23.51,66.46,218.84,64.78
2000-03-22 08:44:00,1.01,67.37,256.32,58.22
2000-03-22 18:45:00,0.37,68.70,80.70,73.53
2000-03-22 21:21:00,23.53,64.62,23.53,68.02
2000-03-23 01:00:00,23.02,66.08,314.56,61.16
2000-03-23 05:01:00,22.26,66.76,265.36,56.38
2000-03-23 09:48:00,22.92,66.45,218.84,64.78
2000-03-23 12:39:00,1.76,66.45,218.84,64.78
2000-03-23 15:26:00,0.52,65.13,147.89,70.62
2000-03-24 02:32:00,0.22,70.41,308.27,64.17
2000-03-24 12:26:00,1.22,67.46,214.78,66.56
2000-03-24 13:08:00,0.96,70.28,203.38,71.32
2000-03-24 15:53:00,6.32,67.50,238.77,61.76
2000-03-25 01:31:00,18.31,77.93,264.15,68.63
2000-03-25 16:42:00,22.16,68.70,80.70,73.53
2000-03-26 15:43:00,22.35,72.02,104.28,77.72
2000-03-27 04:22:00,21.67,69.06,265.91,58.76
2000-03-29 18:58:00,0.65,68.70,80.70,73.53
2000-03-29 19:27:00,2.43,72.02,104.28,77.72
2000-03-29 22:07:00,0.33,63.43,24.08,66.90
2000-03-30 08:33:00,20.44,70.28,203.38,71.32
2000-03-30 16:40:00,4.46,70.28,203.38,71.32
2000-03-30 17:37:00,5.56,70.28,203.38,71.32
2000-03-30 18:47:00,4.23,65.13,147.89,70.62
2000-03-30 19:07:00,22.02,64.20,35.02,67.97
2000-03-30 19:37:00,22.52,64.20,35.02,67.97
2000-03-31 01:32:00,1.24,64.24,339.44,63.77
2000-03-31 06:29:00,1.57,65.80,282.26,55.28
2000-03-31 10:59:00,2.53,62.09,246.65,54.62
2000-03-31 11:47:00,3.32,62.09,246.65,54.62
2000-03-31 12:13:00,3.74,62.09,246.65,54.62
2000-03-31 13:05:00,1.77,65.28,212.14,64.87
2000-03-31 19:12:00,4.66,65.13,147.89,70.62
2000-04-01 17:02:00,2.33,65.13,147.89,70.62
2000-04-01 17:40:00,6.88,66.45,218.84,64.78
2000-04-01 18:12:00,6.21,70.28,203.38,71.32
2000-04-01 21:15:00,13.07,77.22,254.97,69.12
2000-04-01 23:24:00,1.25,61.24,18.75,64.61
2000-04-02 01:38:00,1.32,64.86,338.30,64.18
2000-04-02 03:39:00,3.33,64.86,338.30,64.18
2000-04-02 06:06:00,23.39,66.76,265.36,56.38
2000-04-02 10:16:00,23.44,66.45,218.84,64.78
2000-04-02 21:35:00,0.13,66.29,27.01,69.76
2000-04-03 10:37:00,3.91,71.25,265.95,61.11
2000-04-03 14:08:00,0.91,64.98,180.63,68.88
2000-04-03 22:21:00,0.11,65.26,13.54,68.13
2000-04-03 23:24:00,23.49,71.55,338.03,70.48
2000-04-04 01:34:00,3.29,65.26,13.54,68.13
2000-04-04 02:17:00,3.72,62.03,10.99,64.94
2000-04-04 13:00:00,1.70,65.28,212.14,64.87
2000-04-04 16:35:00,5.23,65.28,212.14,64.87
2000-04-04 16:55:00,5.63,65.28,212.14,64.87
2000-04-04 18:04:00,6.95,65.28,212.14,64.87
2000-04-04 19:42:00,22.01,63.43,24.08,66.90
2000-04-04 23:20:00,0.82,62.03,10.99,64.94
2000-04-05 01:14:00,2.69,62.03,10.99,64.94
2000-04-05 02:04:00,1.77,64.86,338.30,64.18
2000-04-05 03:47:00,1.90,66.07,314.56,61.16
2000-04-06 03:10:00,1.29,66.07,314.56,61.16
2000-04-06 06:50:00,4.92,66.07,314.56,61.16
2000-04-06 09:12:00,22.38,66.45,218.84,64.78
2000-04-06 16:41:00,10.69,76.57,273.77,66.52
2000-04-06 17:08:00,6.29,66.45,218.84,64.78
2000-04-06 17:28:00,6.28,65.28,212.14,64.87
2000-04-06 18:09:00,20.07,61.24,18.75,64.61
2000-04-06 18:38:00,7.56,65.28,212.14,64.87
2000-04-06 18:58:00,4.80,60.10,150.78,65.75
2000-04-06 19:18:00,5.13,60.10,150.78,65.75
2000-04-06 19:53:00,5.71,60.10,150.78,65.75
2000-04-06 20:13:00,6.03,60.10,150.78,65.75
2000-04-06 20:54:00,6.70,60.10,150.78,65.75
2000-04-06 21:41:00,7.47,60.10,150.78,65.75
2000-04-06 22:02:00,7.82,60.10,150.78,65.75
2000-04-06 22:40:00,1.50,53.95,38.33,58.03
2000-04-06 23:05:00,1.91,53.95,38.33,58.03
2000-04-07 00:14:00,3.05,53.95,38.33,58.03
2000-04-07 00:35:00,2.23,56.35,17.35,59.90
2000-04-07 03:26:00,5.35,66.34,16.03,69.30
2000-04-07 06:07:00,23.43,66.75,265.36,56.38
2000-04-07 08:30:00,21.55,63.29,214.87,62.39
2000-04-07 16:07:00,1.25,65.13,147.89,70.62
2000-04-07 17:45:00,20.23,71.50,19.20,74.50
2000-04-07 20:09:00,22.50,64.62,23.53,68.02
2000-04-08 06:39:00,23.96,66.75,265.36,56.38
2000-04-08 08:36:00,0.16,62.09,246.65,54.62
2000-04-08 17:52:00,23.56,68.70,80.70,73.53
2000-04-08 20:21:00,22.97,66.29,27.01,69.76
2000-04-08 22:29:00,1.07,66.29,27.01,69.76
2000-04-09 05:38:00,22.95,66.75,265.36,56.38
2000-04-09 14:12:00,19.50,73.89,76.54,79.30
2000-04-09 14:55:00,3.77,66.45,218.84,64.78
2000-04-09 16:57:00,5.75,67.45,214.78,66.56
2000-04-09 17:38:00,6.49,65.28,212.14,64.87
2000-04-09 18:04:00,5.20,64.98,180.63,68.88
2000-04-09 20:50:00,3.89,72.02,104.28,77.72
2000-04-09 23:54:00,2.12,65.84,20.77,69.06
2000-04-10 01:06:00,3.65,66.29,27.01,69.76
2000-04-10 01:28:00,3.42,66.34,16.03,69.30
2000-04-10 06:38:00,22.34,64.52,248.79,56.66
2000-04-10 07:04:00,21.77,67.50,238.77,61.76
2000-04-10 15:51:00,4.36,65.28,212.14,64.87
2000-04-10 20:32:00,23.17,66.29,27.01,69.76
2000-04-10 20:56:00,23.56,66.29,27.01,69.76
2000-04-11 04:05:00,21.44,66.75,265.36,56.38
2000-04-11 04:27:00,23.61,65.80,282.26,55.28
2000-04-11 07:19:00,23.68,67.36,256.32,58.22
2000-04-11 08:03:00,23.75,64.52,248.79,56.66
2000-04-12 05:11:00,20.75,67.66,248.07,60.03
2000-04-13 03:07:00,1.28,66.07,314.56,61.16
2000-04-13 07:06:00,0.42,66.75,265.36,56.38
2000-04-14 10:30:00,23.73,66.45,218.84,64.78
2000-04-14 16:33:00,22.01,68.70,80.70,73.53
2000-04-15 20:15:00,2.06,68.70,80.70,73.53
2000-04-16 01:59:00,4.06,65.19,18.82,68.35
2000-04-16 03:07:00,4.89,65.26,13.54,68.13
2000-04-16 03:42:00,5.47,65.26,13.54,68.13
2000-04-16 07:14:00,22.82,62.09,246.65,54.62
2000-04-16 08:33:00,6.67,66.07,314.56,61.16
2000-04-16 08:56:00,7.06,66.07,314.56,61.16
2000-04-16 09:46:00,3.13,66.75,265.36,56.38
2000-04-16 11:46:00,1.65,59.91,224.67,57.06
2000-04-16 13:15:00,4.69,62.09,246.65,54.62
2000-04-17 05:26:00,22.79,66.75,265.36,56.38
2000-04-17 07:57:00,23.54,62.09,246.65,54.62
2000-04-17 08:17:00,21.16,67.45,214.78,66.56
2000-04-18 04:11:00,21.10,77.92,264.15,68.63
2000-04-19 02:02:00,0.24,66.07,314.56,61.16
2000-04-19 02:56:00,0.84,67.81,310.32,62.00
2000-04-19 04:29:00,6.96,71.50,19.20,74.50
2000-04-19 13:37:00,6.76,69.05,265.91,58.76
2000-04-20 01:18:00,1.11,64.86,338.30,64.18
2000-04-20 03:23:00,22.59,65.80,282.26,55.28
2000-04-20 06:33:00,22.13,67.66,248.07,60.03
2000-04-20 11:28:00,0.69,66.45,218.84,64.78
2000-04-20 13:29:00,11.25,79.42,303.85,72.78
2000-04-21 02:36:00,0.80,66.07,314.56,61.16
2000-04-21 09:55:00,1.69,64.52,248.79,56.66
2000-04-21 10:15:00,23.51,66.45,218.84,64.78
2000-04-21 13:33:00,11.31,79.42,303.85,72.78
2000-04-21 16:53:00,1.18,66.06,128.92,71.59
2000-04-22 06:56:00,22.51,67.66,248.07,60.03
2000-04-22 10:17:00,23.55,66.45,218.84,64.78
2000-04-22 19:26:00,1.31,68.70,80.70,73.53
2000-04-23 08:06:00,22.84,67.50,238.77,61.76
2000-04-24 05:27:00,0.64,65.80,282.26,55.28
2000-04-24 06:55:00,23.32,67.36,256.32,58.22
2000-04-24 10:13:00,23.10,65.28,212.14,64.87
2000-04-24 10:42:00,4.09,66.75,265.36,56.38
2000-04-24 11:22:00,3.12,64.52,248.79,56.66
2000-04-24 11:57:00,3.53,62.08,246.65,54.62
2000-04-24 12:21:00,5.63,66.75,265.36,56.38
2000-04-24 13:20:00,4.88,64.52,248.79,56.66
2000-04-24 18:18:00,0.13,68.70,80.70,73.53
2000-04-25 11:14:00,0.48,66.45,218.84,64.78
2000-04-26 01:55:00,21.70,52.61,288.52,42.60
2000-04-26 11:21:00,23.34,70.28,203.38,71.32
2000-04-27 10:15:00,3.68,69.05,265.91,58.76
2000-04-27 14:36:00,7.53,71.25,265.95,61.11
2000-04-27 15:03:00,5.88,69.52,245.52,62.48
2000-04-27 22:50:00,21.17,66.07,314.56,61.16
2000-04-27 23:52:00,2.37,67.30,22.22,70.54
2000-04-28 03:49:00,21.23,66.75,265.36,56.38
2000-04-28 08:01:00,23.60,67.66,248.07,60.03
2000-04-28 08:21:00,23.11,67.50,238.77,61.76
2000-04-28 14:25:00,0.56,65.47,170.90,70.08
2000-04-28 20:17:00,21.34,70.22,351.30,70.90
2000-04-29 03:44:00,21.15,66.75,265.36,56.38
2000-04-29 12:33:00,3.20,67.50,238.77,61.76
2000-04-29 17:10:00,22.81,68.70,80.70,73.53
2000-04-29 17:44:00,23.50,68.70,80.70,73.53
2000-04-30 02:58:00,2.76,64.86,338.30,64.18
2000-04-30 15:01:00,3.80,66.45,218.84,64.78
2000-04-30 17:43:00,5.82,70.28,203.38,71.32
2000-04-30 22:12:00,0.36,66.35,16.03,69.30
2000-05-01 03:05:00,22.32,65.79,282.26,55.28
2000-05-01 06:55:00,20.16,66.45,218.84,64.78
2000-05-01 07:40:00,23.25,67.66,248.07,60.03
2000-05-01 11:33:00,0.79,66.45,218.84,64.78
2000-05-01 13:51:00,7.71,76.56,273.77,66.52
2000-05-01 15:28:00,3.94,67.45,214.78,66.56
2000-05-01 16:58:00,8.70,77.22,254.97,69.12
2000-05-01 17:26:00,5.47,70.28,203.38,71.32
2000-05-02 09:43:00,21.76,70.28,203.38,71.32
2000-05-02 11:02:00,8.93,67.80,310.32,62.00
2000-05-02 13:06:00,7.10,76.56,273.77,66.52
2000-05-02 13:36:00,7.51,76.56,273.77,66.52
2000-05-02 14:47:00,8.51,76.56,273.77,66.52
2000-05-02 16:10:00,7.68,77.22,254.97,69.12
2000-05-02 16:56:00,8.66,77.22,254.97,69.12
2000-05-02 17:21:00,5.37,70.28,203.38,71.32
2000-05-02 17:55:00,9.87,77.22,254.97,69.12
2000-05-02 18:53:00,7.14,70.28,203.38,71.32
2000-05-02 19:31:00,4.19,66.06,128.92,71.59
2000-05-02 21:57:00,6.86,70.29,137.71,75.94
2000-05-02 22:23:00,4.27,68.70,80.70,73.53
2000-05-03 06:12:00,23.61,69.05,265.91,58.76
2000-05-03 17:45:00,5.86,70.28,203.38,71.32
2000-05-03 18:38:00,4.30,65.13,147.89,70.62
2000-05-03 21:52:00,23.58,62.04,10.99,64.94
2000-05-04 08:36:00,23.38,67.50,238.77,61.76
2000-05-04 09:03:00,23.84,67.50,238.77,61.76
2000-05-04 13:31:00,2.10,65.28,212.14,64.87
2000-05-05 06:05:00,1.28,65.79,282.26,55.28
2000-05-05 13:44:00,23.97,65.47,170.90,70.08
2000-05-05 21:14:00,23.83,67.30,22.22,70.54
2000-05-06 00:37:00,2.91,66.56,18.94,69.66
2000-05-06 01:07:00,4.20,73.13,25.01,76.51
2000-05-06 03:17:00,3.08,64.86,338.30,64.18
2000-05-06 03:51:00,4.72,70.22,351.30,70.90
2000-05-06 08:55:00,22.20,66.45,218.84,64.78
2000-05-06 18:29:00,0.38,68.70,80.70,73.53
2000-05-06 23:21:00,0.39,70.22,351.30,70.90
2000-05-09 05:05:00,22.49,66.75,265.36,56.38
2000-05-09 18:03:00,6.23,70.28,203.38,71.32
2000-05-09 22:05:00,0.38,65.19,18.82,68.35
2000-05-09 22:30:00,4.42,68.70,80.70,73.53
2000-05-11 05:52:00,23.29,69.05,265.91,58.76
2000-05-12 04:27:00,4.23,64.86,338.30,64.18
2000-05-12 06:18:00,6.05,64.86,338.30,64.18
2000-05-12 08:04:00,6.23,66.07,314.56,61.16
2000-05-13 00:35:00,0.56,64.24,339.44,63.77
2000-05-13 09:57:00,12.68,76.25,11.95,78.92
2000-05-13 14:11:00,11.76,79.42,303.85,72.78
2000-05-13 17:56:00,23.76,68.70,80.70,73.53
2000-05-14 02:12:00,0.46,66.07,314.56,61.16
2000-05-14 13:00:00,1.34,66.67,208.45,66.90
2000-05-14 19:34:00,1.55,68.70,80.70,73.53
2000-05-15 01:46:00,1.63,64.86,338.30,64.18
2000-05-15 09:04:00,0.87,64.52,248.79,56.66
2000-05-15 09:24:00,1.22,64.52,248.79,56.66
2000-05-15 16:29:00,0.65,66.06,128.92,71.59
2000-05-16 02:04:00,4.12,66.35,16.03,69.30
2000-05-16 08:27:00,0.10,62.08,246.65,54.62
2000-05-16 09:29:00,1.14,67.66,248.07,60.03
2000-05-16 12:04:00,0.85,65.28,212.14,64.87
2000-05-16 16:26:00,9.53,71.24,265.95,61.11
2000-05-16 18:01:00,23.86,68.70,80.70,73.53
2000-05-16 21:03:00,23.40,65.19,18.82,68.35
2000-05-16 22:43:00,1.23,63.43,24.08,66.90
2000-05-17 00:21:00,2.84,64.63,23.53,68.02
2000-05-17 00:43:00,2.95,65.19,18.82,68.35
2000-05-17 01:15:00,3.59,65.84,20.77,69.06
2000-05-17 01:42:00,3.31,62.04,10.99,64.94
2000-05-17 02:20:00,4.30,61.25,18.75,64.61
2000-05-17 03:19:00,3.11,64.86,338.30,64.18
2000-05-17 03:45:00,5.68,61.25,18.75,64.61
2000-05-17 05:41:00,23.00,60.64,263.96,50.20
2000-05-18 06:25:00,22.02,67.66,248.07,60.03
2000-05-18 06:51:00,23.27,67.36,256.32,58.22
2000-05-18 09:59:00,0.80,67.49,238.77,61.76
2000-05-19 14:07:00,11.68,79.42,303.85,72.78
2000-05-21 05:14:00,3.42,66.07,314.56,61.16
2000-05-21 23:29:00,1.50,65.27,13.54,68.13
2000-05-22 04:34:00,23.79,65.79,282.26,55.28
2000-05-22 09:20:00,0.14,67.49,238.77,61.76
2000-05-22 09:49:00,0.63,67.49,238.77,61.76
2000-05-23 05:30:00,22.89,66.74,265.36,56.38
2000-05-23 18:40:00,16.95,79.42,303.85,72.78
2000-05-23 19:19:00,13.84,76.56,273.77,66.52
2000-05-23 20:15:00,13.50,77.91,264.15,68.63
2000-05-23 21:19:00,13.45,77.22,254.97,69.12
2000-05-23 23:07:00,0.87,62.04,10.99,64.94
2000-05-23 23:37:00,2.12,63.43,24.08,66.90
2000-05-24 00:11:00,2.66,63.43,24.08,66.90
2000-05-24 01:33:00,8.66,72.03,104.28,77.72
2000-05-24 01:53:00,7.67,68.70,80.70,73.53
2000-05-24 02:21:00,4.69,63.43,24.08,66.90
2000-05-24 02:43:00,3.45,57.86,358.82,60.13
2000-05-24 03:03:00,3.53,60.55,352.98,62.05
2000-05-24 03:24:00,5.62,65.84,20.77,69.06
2000-05-24 04:25:00,6.57,66.56,18.94,69.66
2000-05-24 05:56:00,23.24,60.64,263.96,50.20
2000-05-24 07:05:00,22.70,62.08,246.65,54.62
2000-05-24 07:25:00,0.69,60.64,263.96,50.20
2000-05-24 07:51:00,21.09,66.45,218.84,64.78
2000-05-24 10:24:00,2.08,62.08,246.65,54.62
2000-05-24 10:48:00,22.83,70.28,203.38,71.32
2000-05-24 11:41:00,3.27,62.08,246.65,54.62
2000-05-24 17:23:00,8.15,67.49,238.77,61.76
2000-05-24 17:44:00,7.09,66.45,218.84,64.78
2000-05-24 20:00:00,23.22,64.20,35.02,67.97
2000-05-24 23:38:00,22.04,66.07,314.56,61.16
2000-05-25 00:38:00,22.67,74.44,306.43,67.93
2000-05-25 01:05:00,3.59,67.30,22.22,70.54
2000-05-25 01:42:00,3.59,65.27,13.54,68.13
2000-05-25 02:32:00,4.09,62.04,10.99,64.94
2000-05-25 05:00:00,4.76,64.86,338.30,64.18
2000-05-25 06:43:00,4.86,66.07,314.56,61.16
2000-05-25 07:05:00,22.83,64.52,248.79,56.66
2000-05-25 10:21:00,5.58,65.79,282.26,55.28
2000-05-25 10:56:00,6.13,65.79,282.26,55.28
2000-05-25 15:43:00,4.49,66.45,218.84,64.78
2000-05-25 16:37:00,5.24,65.28,212.14,64.87
2000-05-25 22:28:00,1.02,64.63,23.53,68.02
2000-05-25 22:50:00,23.93,70.22,351.30,70.90
2000-05-26 01:30:00,3.59,66.35,16.03,69.30
2000-05-26 03:50:00,3.65,64.24,339.44,63.77
2000-05-26 06:44:00,23.14,67.36,256.32,58.22
2000-05-26 08:37:00,0.39,64.52,248.79,56.66
2000-05-26 08:59:00,23.77,67.49,238.77,61.76
2000-05-26 14:23:00,5.47,67.65,248.07,60.03
2000-05-26 16:43:00,3.07,65.47,170.90,70.08
2000-05-26 17:09:00,5.95,65.61,212.57,65.12
2000-05-27 09:03:00,22.33,66.45,218.84,64.78
2000-05-27 16:54:00,2.18,65.13,147.89,70.62
2000-05-27 20:25:00,2.42,68.70,80.70,73.53
2000-05-28 04:15:00,23.46,65.79,282.26,55.28
2000-05-28 05:16:00,22.66,66.74,265.36,56.38
2000-05-28 08:06:00,21.34,66.45,218.84,64.78
2000-05-28 11:45:00,0.56,65.61,212.57,65.12
2000-05-28 16:47:00,3.15,65.47,170.90,70.08
2000-05-28 17:46:00,5.87,70.28,203.38,71.32
2000-05-28 19:06:00,4.85,65.13,147.89,70.62
2000-05-28 22:25:00,0.96,63.43,24.08,66.90
2000-05-29 04:22:00,21.76,66.74,265.36,56.38
2000-05-29 07:41:00,5.53,67.80,310.32,62.00
2000-05-29 16:40:00,5.68,66.45,218.84,64.78
2000-05-29 17:04:00,5.83,65.61,212.57,65.12
2000-05-29 18:03:00,4.78,65.47,170.90,70.08
2000-05-29 19:27:00,7.78,70.28,203.38,71.32
2000-05-29 22:04:00,4.03,68.70,80.70,73.53
2000-05-29 22:40:00,5.92,72.03,104.28,77.72
2000-05-30 01:32:00,3.61,66.35,16.03,69.30
2000-05-30 05:10:00,21.60,67.35,256.32,58.22
2000-05-30 05:38:00,20.92,69.52,245.52,62.48
2000-05-30 06:18:00,1.47,65.79,282.26,55.28
2000-05-30 07:51:00,7.93,71.55,338.03,70.48
2000-05-30 08:14:00,21.47,66.45,218.84,64.78
2000-05-30 10:51:00,4.23,66.74,265.36,56.38
2000-05-30 12:36:00,1.67,66.45,218.84,64.78
2000-05-30 16:54:00,2.17,65.13,147.89,70.62
2000-05-30 20:45:00,5.49,66.06,128.92,71.59
2000-05-30 22:59:00,1.61,66.12,23.70,69.46
2000-05-31 02:43:00,21.95,65.79,282.26,55.28
2000-05-31 03:03:00,2.82,64.86,338.30,64.18
2000-05-31 05:01:00,20.80,64.52,248.79,56.66
2000-05-31 23:58:00,23.94,64.86,338.30,64.18
2000-06-01 03:53:00,21.27,66.74,265.36,56.38
2000-06-01 04:14:00,23.43,65.79,282.26,55.28
2000-06-01 06:43:00,22.45,64.52,248.79,56.66
2000-06-02 04:05:00,21.50,69.04,265.91,58.76
2000-06-02 06:22:00,21.95,67.65,248.07,60.03
2000-06-02 06:43:00,21.45,67.49,238.77,61.76
2000-06-02 11:52:00,1.03,66.45,218.84,64.78
2000-06-02 12:37:00,0.42,70.28,203.38,71.32
2000-06-02 21:29:00,0.34,66.29,27.01,69.76
2000-06-03 01:34:00,1.42,64.86,338.30,64.18
2000-06-03 08:56:00,9.93,77.29,341.37,76.77
2000-06-03 10:19:00,8.26,75.70,306.47,69.25
2000-06-03 11:08:00,4.49,66.74,265.36,56.38
2000-06-03 11:49:00,4.65,77.91,264.15,68.63
2000-06-03 18:07:00,23.95,68.70,80.70,73.53
2000-06-04 06:50:00,22.08,69.51,245.52,62.48
2000-06-04 19:31:00,7.85,70.28,203.38,71.32
2000-06-04 21:42:00,4.98,72.03,104.28,77.72
2000-06-04 23:37:00,5.53,68.70,80.70,73.53
2000-06-05 00:00:00,5.90,68.70,80.70,73.53
2000-06-05 00:20:00,7.52,72.03,104.28,77.72
2000-06-05 05:40:00,8.21,74.19,15.60,77.00
2000-06-05 06:02:00,6.83,70.22,351.30,70.90
2000-06-05 09:48:00,1.46,62.08,246.65,54.62
2000-06-05 10:47:00,4.15,66.74,265.36,56.38
2000-06-05 11:35:00,4.89,66.74,265.36,56.38
2000-06-05 12:04:00,5.32,66.74,265.36,56.38
2000-06-05 12:28:00,4.05,64.51,248.79,56.66
2000-06-06 09:03:00,10.04,77.29,341.37,76.77
2000-06-06 09:25:00,0.19,67.49,238.77,61.76
2000-06-06 09:48:00,0.58,67.49,238.77,61.76
2000-06-06 10:44:00,1.49,67.49,238.77,61.76
2000-06-06 15:20:00,12.75,79.41,303.85,72.78
2000-06-07 08:01:00,1.35,66.74,265.36,56.38
2000-06-07 10:46:00,8.60,74.44,306.43,67.93
2000-06-07 14:22:00,8.00,76.55,273.77,66.52
2000-06-07 19:55:00,23.18,73.14,25.01,76.51
2000-06-07 21:16:00,3.25,68.70,80.70,73.53
2000-06-07 22:11:00,1.36,64.21,35.02,67.97
2000-06-07 23:04:00,5.00,68.70,80.70,73.53
2000-06-08 03:32:00,1.69,66.07,314.56,61.16
2000-06-08 04:24:00,5.21,70.22,351.30,70.90
2000-06-08 06:43:00,22.43,64.51,248.79,56.66
2000-06-08 09:11:00,16.16,72.03,104.28,77.72
2000-06-08 09:31:00,7.54,73.04,309.28,67.02
2000-06-08 10:03:00,3.36,60.63,263.96,50.20
2000-06-08 11:45:00,14.59,73.14,25.01,76.51
2000-06-08 12:08:00,5.36,66.74,265.36,56.38
2000-06-08 12:41:00,10.25,70.40,308.27,64.17
2000-06-08 13:03:00,2.68,59.90,224.67,57.06
2000-06-08 13:41:00,4.88,62.08,246.65,54.62
2000-06-08 14:01:00,2.77,66.45,218.84,64.78
2000-06-08 15:58:00,7.24,64.51,248.79,56.66
2000-06-08 16:37:00,5.17,65.28,212.14,64.87
2000-06-08 17:02:00,8.47,67.65,248.07,60.03
2000-06-08 18:04:00,7.06,65.28,212.14,64.87
2000-06-08 18:50:00,5.66,65.47,170.90,70.08
2000-06-08 20:46:00,5.50,66.06,128.92,71.59
2000-06-10 00:48:00,3.24,64.63,23.53,68.02
2000-06-10 01:42:00,8.76,72.03,104.28,77.72
2000-06-10 03:01:00,18.44,73.17,248.75,65.75
2000-06-10 04:52:00,22.22,66.74,265.36,56.38
2000-06-10 07:32:00,2.65,65.78,282.26,55.28
2000-06-10 08:44:00,0.34,62.08,246.65,54.62
2000-06-10 09:17:00,1.05,64.51,248.79,56.66
2000-06-10 09:56:00,23.19,66.45,218.84,64.78
2000-06-10 12:43:00,23.04,65.47,170.90,70.08
2000-06-10 16:36:00,1.72,65.13,147.89,70.62
2000-06-11 04:09:00,21.51,66.74,265.36,56.38
2000-06-11 08:25:00,1.75,66.74,265.36,56.38
2000-06-11 09:19:00,7.33,73.04,309.28,67.02
2000-06-11 09:43:00,3.09,66.74,265.36,56.38
2000-06-11 10:40:00,2.29,62.08,246.65,54.62
2000-06-11 11:13:00,6.35,65.78,282.26,55.28
2000-06-11 11:36:00,6.70,65.78,282.26,55.28
2000-06-11 14:57:00,6.09,64.51,248.79,56.66
2000-06-11 15:23:00,6.38,67.65,248.07,60.03
2000-06-11 17:34:00,12.05,74.59,276.00,64.35
2000-06-11 18:41:00,6.92,70.28,203.38,71.32
2000-06-12 07:39:00,8.40,70.22,351.30,70.90
2000-06-12 13:06:00,6.33,72.96,267.89,62.82
2000-06-12 14:27:00,3.11,66.45,218.84,64.78
2000-06-12 15:54:00,3.38,70.28,203.38,71.32
2000-06-12 16:53:00,4.65,70.28,203.38,71.32
2000-06-13 05:40:00,23.18,72.96,267.89,62.82
2000-06-13 08:28:00,21.67,66.45,218.84,64.78
2000-06-13 09:50:00,3.20,66.74,265.36,56.38
2000-06-14 01:13:00,3.61,64.63,23.53,68.02
